Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,TotalBaths,MSZoning_enc,Reg_LotShape,MasVnrType_enc,ExterQual_enc,KitchenQual_enc,BsmtQual_enc,HeatingQC_enc,GarageFinish_enc,CentralAir_enc,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
802,30,RM,40.0,4800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,7.086737934510577,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,11.607326140391713,91,2.0,1,1,0,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,60,RL,63.0,8199,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,7.283448228756631,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,None,None,None,0,10,2008,WD,Normal,12.14950229404178,3,3.5,2,1,0,2,2,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,60,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,7.945201132412759,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,None,None,None,0,1,2009,New,Partial,13.275827535915461,1,3.5,2,1,2,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
805,20,RL,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,7.028201432058005,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Family,11.678439903447801,52,1.0,2,1,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
806,20,RL,91.0,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,7.2640301428995295,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,7,2008,New,Partial,12.33569641332368,0,2.0,2,0,2,2,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
807,80,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,6.887552571664617,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,11.816726919301892,39,2.0,2,1,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
808,70,RL,144.0,21384,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,7.362645270417825,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,None,None,None,0,5,2009,WD,Normal,12.31716669303576,86,3.5,2,1,0,1,2,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,80,RL,85.0,13400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,6.990256500493881,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Normal,11.982616545377663,40,2.0,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,7.6676260915849905,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,11.571194373094205,111,2.0,1,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
811,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,7.1770187659099,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,None,0,1,2006,WD,Normal,12.106252310247962,32,2.5,2,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
812,120,RM,69.0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,6.742880635791903,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,6,2008,ConLD,Normal,11.881034786534624,4,2.0,1,1,1,2,2,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,6.950814768442584,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,6,2010,WD,Alloca,10.932981961904135,58,1.0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,7.273786317844895,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,None,None,Shed,500,4,2007,COD,Normal,11.969717200243734,49,1.5,2,1,1,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
815,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,7.1308988302963465,0,1,1,1,3,1,Fa,7,Typ,0,None,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,96,0,0,0,None,None,None,0,7,2006,WD,Normal,11.661345470088502,88,2.0,2,1,0,1,0,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,20,RL,48.0,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,7.415175109613295,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,5,2010,WD,Normal,12.323411137947407,12,2.0,2,0,1,1,2,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,20,RL,69.0,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,6.915723448631314,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,7,2006,WD,Normal,11.827736204810263,52,1.0,2,0,0,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
818,20,RL,69.0,13265,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,7.4318919168078,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,12.509874099861838,6,3.0,2,0,1,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,80,RL,80.0,8816,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,6.9584483932976555,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,11.951180395901384,39,2.0,2,1,1,1,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,120,RL,44.0,6371,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,7.213768308118642,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,12.319401330837177,1,3.0,2,0,2,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
821,60,RL,72.0,7226,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,7.402451520818244,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,6,2008,WD,Normal,12.117241431823558,5,2.5,2,0,0,2,2,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,936,0,0,6.841615476477592,0,0,1,0,2,1,TA,4,Min2,0,None,Detchd,1974.0,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,None,None,None,0,2,2009,WD,Normal,11.440354772135393,56,1.0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
823,60,RL,69.0,12394,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,7.457609289715606,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,10,2007,WD,Family,12.323855681186558,4,2.5,2,0,0,2,2,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,944,545,0,7.305860032684009,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,11.845819880243557,69,2.0,2,1,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
825,20,FV,81.0,11216,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,0,7.305860032684009,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,None,None,None,0,6,2006,New,Partial,12.3570755190667,0,2.0,3,1,0,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
826,20,RL,114.0,14803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,2084,0,0,7.642044402873258,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,None,None,None,0,6,2008,New,Partial,12.86099861326992,1,3.0,2,1,1,3,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,45,RM,50.0,6130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,784,0,0,6.664409020350408,1,0,1,0,2,1,Gd,5,Typ,0,None,None,0.0,None,0,0,None,None,Y,0,0,116,0,0,0,None,None,None,0,5,2008,WD,Normal,11.603679828238693,84,2.0,1,1,0,1,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,20,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,0,7.2682230211595655,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,None,None,None,0,4,2009,WD,Normal,12.14950229404178,8,2.0,2,0,0,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
829,60,RL,69.0,28698,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,1160,966,0,7.661997558901893,0,1,2,1,3,1,TA,7,Min2,0,None,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,None,None,None,0,6,2009,WD,Abnorml,12.128111104060462,42,3.0,2,0,0,1,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,623,80,7.109062135687172,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,7,2006,WD,Normal,11.900905258737373,1,2.5,3,1,0,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
831,20,RL,80.0,11900,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,1392,0,0,7.238496840894365,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,None,None,None,0,6,2008,WD,Normal,12.01974306733868,51,2.5,2,0,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,600,80,7.090076835776092,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,6,2006,WD,Normal,11.925035115797062,1,2.5,3,1,0,1,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833,60,RL,44.0,9548,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,941,888,0,7.511524648390866,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,None,None,None,0,1,2010,WD,Normal,12.375815420117268,7,3.5,2,0,1,2,2,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,20,RL,100.0,10004,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1516,0,0,7.323830566202317,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,None,None,None,0,2,2009,WD,Normal,12.025749091398891,45,1.5,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835,20,RL,75.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,1144,0,0,7.042286171939743,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,9,2008,WD,Normal,11.8490404949436,47,2.0,2,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
836,20,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,1067,0,0,6.9726062513017535,0,0,2,0,2,1,Gd,4,Min2,0,None,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,11.759785542901755,60,2.0,2,1,0,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,0,7.351799869057777,1,0,1,0,2,1,TA,5,Min2,0,None,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,None,GdWo,None,0,6,2007,COD,Normal,11.941455846009388,59,2.0,1,1,0,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
838,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,483,504,0,6.894670039433482,1,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,11.512925464970229,35,2.5,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,20,RL,75.0,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,0,7.002155954403621,0,0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,11.877568578558138,13,1.5,2,1,0,1,2,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
